mote_id,time_window,PDR,control_msg_rate,parent_change_rate,rank_change_rate,label
4,60,1.0,0,12,0,0
4,61,1.0,0,12,0,0
4,62,1.0,0,11,0,0
4,63,1.0,0,12,0,0
4,64,1.0,0,12,0,0
4,65,1.0,0,13,0,0
4,66,1.0,0,12,0,0
4,67,1.0,0,12,0,0
4,68,1.0,0,11,0,0
4,69,1.0,0,12,0,0
4,70,1.0,0,12,0,0
4,71,1.0,0,12,0,0
4,72,1.0,0,12,0,0
4,73,1.0,0,13,0,0
4,74,1.0,0,11,0,0
4,75,1.0,0,12,0,0
4,76,1.0,0,12,0,0
4,77,1.0,0,13,0,0
4,78,1.0,0,12,0,0
4,79,1.0,0,12,0,0
4,80,1.0,0,12,0,0
4,81,1.0,0,12,0,0
4,82,1.0,0,12,0,0
4,83,1.0,0,12,0,0
4,84,1.0,0,12,0,0
4,85,1.0,0,12,0,0
4,86,1.0,0,13,0,0
4,87,1.0,0,12,0,0
4,88,1.0,0,12,0,0
4,89,1.0,0,12,0,0
4,90,1.0,0,9,0,0
5,38,0.9935,11,0,1,0
5,39,0.9936,12,0,1,0
5,40,0.9917,12,0,1,0
5,41,0.992,12,0,1,0
5,42,0.9922,13,0,1,0
5,43,0.9923,11,0,1,0
5,44,0.9925,13,0,1,0
5,45,0.9927,12,0,1,0
5,46,0.9929,12,0,1,0
5,47,0.993,12,0,1,0
5,48,0.9931,12,0,1,0
5,49,0.9932,11,0,1,0
5,50,0.9934,13,0,1,0
5,51,0.9935,11,0,1,0
5,52,0.9937,12,0,1,0
5,53,0.9938,13,0,1,0
5,54,0.9923,11,0,1,0
5,55,0.991,13,0,1,0
5,56,0.9912,12,0,1,0
5,57,0.9913,12,0,1,0
5,58,0.9914,12,0,1,0
5,59,0.9901,11,0,1,0
5,60,0.9903,12,0,1,0
5,61,0.9905,12,0,1,0
5,62,0.9907,12,0,1,0
5,63,0.9908,12,0,1,0
5,64,0.9909,12,0,1,0
5,65,0.9897,12,0,1,0
5,66,0.99,12,0,1,0
5,67,0.9901,12,0,1,0
5,68,0.9902,11,0,1,0
5,69,0.9904,12,0,1,0
5,70,0.9905,12,0,1,0
5,71,0.9907,12,0,1,0
5,72,0.9908,12,0,1,0
5,73,0.9898,12,0,1,0
5,74,0.9899,12,0,1,0
5,75,0.99,12,0,1,0
5,76,0.9902,12,0,1,0
5,77,0.9903,12,0,1,0
5,78,0.9904,12,0,1,0
5,79,0.9905,12,0,1,0
5,80,0.9906,11,0,1,0
5,81,0.9907,12,0,1,0
5,82,0.9909,12,0,1,0
5,83,0.991,12,0,1,0
5,84,0.9901,12,0,1,0
5,85,0.9902,12,0,1,0
5,86,0.9904,13,0,1,0
5,87,0.9905,12,0,1,0
5,88,0.9906,12,0,1,0
5,89,0.9907,12,0,1,0
5,90,0.9907,9,0,1,0
6,38,1.0,11,0,1,0
6,39,1.0,12,0,1,0
6,40,1.0,12,0,1,0
6,41,1.0,12,0,1,0
6,42,0.998,11,0,1,0
6,43,0.9981,13,0,1,0
6,44,0.9981,12,0,1,0
6,45,0.9981,11,0,1,0
6,46,0.9982,12,0,1,0
6,47,0.9982,13,0,1,0
6,48,0.9983,11,0,1,0
6,49,0.9983,12,0,1,0
6,50,0.9983,12,0,1,0
6,51,0.9984,12,0,1,0
6,52,0.9984,12,0,1,0
6,53,0.9984,12,0,1,0
6,54,0.9985,13,0,1,0
6,55,0.9985,12,0,1,0
6,56,0.9985,12,0,1,0
6,57,0.9986,11,0,1,0
6,58,0.9986,12,0,1,0
6,59,0.9986,12,0,1,0
6,60,0.9986,12,0,1,0
6,61,0.9986,12,0,1,0
6,62,0.9987,13,0,1,0
6,63,0.9987,12,0,1,0
6,64,0.9987,11,0,1,0
6,65,0.9987,12,0,1,0
6,66,0.9988,12,0,1,0
6,67,0.9988,12,0,1,0
6,68,0.9988,12,0,1,0
6,69,0.9988,12,0,1,0
6,70,0.9988,12,0,1,0
6,71,0.9988,12,0,1,0
6,72,0.9989,12,0,1,0
6,73,0.9989,12,0,1,0
6,74,0.9989,12,0,1,0
6,75,0.9989,12,0,1,0
6,76,0.9989,12,0,1,0
6,77,0.9989,12,0,1,0
6,78,0.9989,12,0,1,0
6,79,0.9989,12,0,1,0
6,80,0.999,12,0,1,0
6,81,0.999,12,0,1,0
6,82,0.999,12,0,1,0
6,83,0.999,12,0,1,0
6,84,0.999,12,0,1,0
6,85,0.999,12,0,1,0
6,86,0.999,12,0,1,0
6,87,0.999,11,0,1,0
6,88,0.9991,12,0,1,0
6,89,0.9991,12,0,1,0
6,90,0.9991,9,0,1,0
7,38,0.9978,11,0,1,0
7,39,0.9979,12,0,1,0
7,40,0.9979,12,0,1,0
7,41,0.998,12,0,1,0
7,42,0.998,12,0,1,0
7,43,0.9981,11,0,1,0
7,44,0.9981,12,0,1,0
7,45,0.9981,13,0,1,0
7,46,0.9982,12,0,1,0
7,47,0.9965,12,0,1,0
7,48,0.9966,12,0,1,0
7,49,0.9966,12,0,1,0
7,50,0.9967,12,0,1,0
7,51,0.9968,11,0,1,0
7,52,0.9968,12,0,1,0
7,53,0.9969,12,0,1,0
7,54,0.9969,12,0,1,0
7,55,0.997,12,0,1,0
7,56,0.9971,12,0,1,0
7,57,0.9971,12,0,1,0
7,58,0.9971,12,0,1,0
7,59,0.9972,12,0,1,0
7,60,0.9972,12,0,1,0
7,61,0.9973,12,0,1,0
7,62,0.9973,11,0,1,0
7,63,0.9974,12,0,1,0
7,64,0.9974,12,0,1,0
7,65,0.9974,12,0,1,0
7,66,0.9975,13,0,1,0
7,67,0.9975,11,0,1,0
7,68,0.9976,13,0,1,0
7,69,0.9976,11,0,1,0
7,70,0.9964,12,0,1,0
7,71,0.9965,12,0,1,0
7,72,0.9966,12,0,1,0
7,73,0.9966,12,0,1,0
7,74,0.9966,12,0,1,0
7,75,0.9967,12,0,1,0
7,76,0.9967,12,0,1,0
7,77,0.9968,12,0,1,0
7,78,0.9968,11,0,1,0
7,79,0.9968,12,0,1,0
7,80,0.9969,12,0,1,0
7,81,0.9969,12,0,1,0
7,82,0.997,12,0,1,0
7,83,0.997,12,0,1,0
7,84,0.997,12,0,1,0
7,85,0.9971,12,0,1,0
7,86,0.9961,12,0,1,0
7,87,0.9962,12,0,1,0
7,88,0.9953,12,0,1,0
7,89,0.9953,12,0,1,0
7,90,0.9954,9,0,1,0
8,38,0.9674,12,0,1,0
8,39,0.9681,12,0,1,0
8,40,0.9688,12,0,1,0
8,41,0.966,12,0,1,0
8,42,0.9667,12,0,1,0
8,43,0.9673,12,0,1,0
8,44,0.966,12,0,1,0
8,45,0.9648,12,0,1,0
8,46,0.9661,12,0,1,0
8,47,0.9667,12,0,1,0
8,48,0.9655,12,0,1,0
8,49,0.9661,12,0,1,0
8,50,0.9667,12,0,1,0
8,51,0.9661,12,0,1,0
8,52,0.9667,12,0,1,0
8,53,0.9672,12,0,1,0
8,54,0.9677,12,0,1,0
8,55,0.9682,12,0,1,0
8,56,0.9687,11,0,1,0
8,57,0.9681,13,0,1,0
8,58,0.9686,12,0,1,0
8,59,0.969,12,0,1,0
8,60,0.9694,11,0,1,0
8,61,0.9703,13,0,1,0
8,62,0.9707,12,0,1,0
8,63,0.9711,12,0,1,0
8,64,0.9714,12,0,1,0
8,65,0.9718,12,0,1,0
8,66,0.97,12,0,1,0
8,67,0.9704,12,0,1,0
8,68,0.9695,12,0,1,0
8,69,0.9699,12,0,1,0
8,70,0.9702,12,0,1,0
8,71,0.9709,12,0,1,0
8,72,0.9701,12,0,1,0
8,73,0.9705,13,0,1,0
8,74,0.9708,12,0,1,0
8,75,0.9711,11,0,1,0
8,76,0.9717,12,0,1,0
8,77,0.972,13,0,1,0
8,78,0.9713,12,0,1,0
8,79,0.9716,12,0,1,0
8,80,0.9719,12,0,1,0
8,81,0.9724,12,0,1,0
8,82,0.9727,12,0,1,0
8,83,0.973,12,0,1,0
8,84,0.9733,12,0,1,0
8,85,0.9735,11,0,1,0
8,86,0.974,12,0,1,0
8,87,0.9743,12,0,1,0
8,88,0.9745,12,0,1,0
8,89,0.9748,12,0,1,0
8,90,0.975,9,0,1,0
9,38,0.9609,12,0,1,0
9,39,0.9604,12,0,1,0
9,40,0.9633,12,0,1,0
9,41,0.964,12,0,1,0
9,42,0.9627,12,0,1,0
9,43,0.9635,12,0,1,0
9,44,0.9593,12,0,1,0
9,45,0.96,12,0,1,0
9,46,0.9607,12,0,1,0
9,47,0.9561,12,0,1,0
9,48,0.9569,12,0,1,0
9,49,0.9583,12,0,1,0
9,50,0.959,12,0,1,0
9,51,0.9597,13,0,1,0
9,52,0.9603,12,0,1,0
9,53,0.9609,12,0,1,0
9,54,0.9561,12,0,1,0
9,55,0.9567,11,0,1,0
9,56,0.9574,12,0,1,0
9,57,0.958,13,0,1,0
9,58,0.9586,12,0,1,0
9,59,0.9597,11,0,1,0
9,60,0.9603,13,0,1,0
9,61,0.9595,11,0,1,0
9,62,0.96,12,0,1,0
9,63,0.9605,12,0,1,0
9,64,0.9615,12,0,1,0
9,65,0.962,12,0,1,0
9,66,0.9613,12,0,1,0
9,67,0.9617,12,0,1,0
9,68,0.9622,12,0,1,0
9,69,0.9631,12,0,1,0
9,70,0.9635,12,0,1,0
9,71,0.964,12,0,1,0
9,72,0.9644,12,0,1,0
9,73,0.9648,12,0,1,0
9,74,0.9656,13,0,1,0
9,75,0.9659,12,0,1,0
9,76,0.9652,12,0,1,0
9,77,0.9656,12,0,1,0
9,78,0.966,12,0,1,0
9,79,0.9667,12,0,1,0
9,80,0.966,12,0,1,0
9,81,0.9663,12,0,1,0
9,82,0.9667,12,0,1,0
9,83,0.967,12,0,1,0
9,84,0.9676,12,0,1,0
9,85,0.968,12,0,1,0
9,86,0.9683,12,0,1,0
9,87,0.9686,11,0,1,0
9,88,0.9689,13,0,1,0
9,89,0.9694,12,0,1,0
9,90,0.9697,9,0,1,0
10,38,0.9935,11,0,1,0
10,39,0.9936,12,0,1,0
10,40,0.9939,12,0,1,0
10,41,0.994,12,0,1,0
10,42,0.9941,12,0,1,0
10,43,0.9942,11,0,1,0
10,44,0.9943,12,0,1,0
10,45,0.9945,12,0,1,0
10,46,0.9946,12,0,1,0
10,47,0.9947,12,0,1,0
10,48,0.9948,12,0,1,0
10,49,0.9949,13,0,1,0
10,50,0.9951,12,0,1,0
10,51,0.9952,12,0,1,0
10,52,0.9952,11,0,1,0
10,53,0.9953,13,0,1,0
10,54,0.9954,12,0,1,0
10,55,0.9955,12,0,1,0
10,56,0.9956,12,0,1,0
10,57,0.9957,12,0,1,0
10,58,0.9957,12,0,1,0
10,59,0.9958,12,0,1,0
10,60,0.9959,12,0,1,0
10,61,0.9946,11,0,1,0
10,62,0.9947,12,0,1,0
10,63,0.9947,12,0,1,0
10,64,0.9948,12,0,1,0
10,65,0.9937,12,0,1,0
10,66,0.9938,12,0,1,0
10,67,0.9938,12,0,1,0
10,68,0.9939,12,0,1,0
10,69,0.994,12,0,1,0
10,70,0.9941,12,0,1,0
10,71,0.9942,12,0,1,0
10,72,0.9943,12,0,1,0
10,73,0.9943,12,0,1,0
10,74,0.9944,12,0,1,0
10,75,0.9945,13,0,1,0
10,76,0.9946,11,0,1,0
10,77,0.9946,12,0,1,0
10,78,0.9947,12,0,1,0
10,79,0.9947,13,0,1,0
10,80,0.9948,12,0,1,0
10,81,0.9949,12,0,1,0
10,82,0.9949,12,0,1,0
10,83,0.995,12,0,1,0
10,84,0.995,12,0,1,0
10,85,0.9951,12,0,1,0
10,86,0.9952,12,0,1,0
10,87,0.9952,12,0,1,0
10,88,0.9953,12,0,1,0
10,89,0.9953,12,0,1,0
10,90,0.9954,9,0,1,0
11,38,0.9978,11,0,1,0
11,39,0.9979,12,0,1,0
11,40,0.9979,12,0,1,0
11,41,0.998,12,0,1,0
11,42,0.998,12,0,1,0
11,43,0.9981,11,0,1,0
11,44,0.9981,12,0,1,0
11,45,0.9981,12,0,1,0
11,46,0.9982,12,0,1,0
11,47,0.9982,12,0,1,0
11,48,0.9983,12,0,1,0
11,49,0.9983,12,0,1,0
11,50,0.9983,12,0,1,0
11,51,0.9984,11,0,1,0
11,52,0.9984,12,0,1,0
11,53,0.9984,12,0,1,0
11,54,0.9985,12,0,1,0
11,55,0.9985,12,0,1,0
11,56,0.9985,12,0,1,0
11,57,0.9986,12,0,1,0
11,58,0.9986,12,0,1,0
11,59,0.9986,12,0,1,0
11,60,0.9986,12,0,1,0
11,61,0.9986,12,0,1,0
11,62,0.9986,11,0,1,0
11,63,0.9987,12,0,1,0
11,64,0.9987,12,0,1,0
11,65,0.9987,12,0,1,0
11,66,0.9987,12,0,1,0
11,67,0.9975,12,0,1,0
11,68,0.9976,12,0,1,0
11,69,0.9976,12,0,1,0
11,70,0.9976,12,0,1,0
11,71,0.9976,12,0,1,0
11,72,0.9977,12,0,1,0
11,73,0.9977,12,0,1,0
11,74,0.9978,12,0,1,0
11,75,0.9978,12,0,1,0
11,76,0.9978,12,0,1,0
11,77,0.9978,12,0,1,0
11,78,0.9979,12,0,1,0
11,79,0.9979,12,0,1,0
11,80,0.9979,11,0,1,0
11,81,0.9979,12,0,1,0
11,82,0.998,12,0,1,0
11,83,0.998,12,0,1,0
11,84,0.998,12,0,1,0
11,85,0.998,12,0,1,0
11,86,0.9981,12,0,1,0
11,87,0.9981,12,0,1,0
11,88,0.9981,12,0,1,0
11,89,0.9981,12,0,1,0
11,90,0.9981,9,0,1,0
12,38,0.9978,12,0,1,0
12,39,0.9979,12,0,1,0
12,40,0.9979,12,0,1,0
12,41,0.998,11,0,1,0
12,42,0.998,13,0,1,0
12,43,0.9981,12,0,1,0
12,44,0.9981,12,0,1,0
12,45,0.9981,12,0,1,0
12,46,0.9982,12,0,1,0
12,47,0.9982,12,0,1,0
12,48,0.9983,12,0,1,0
12,49,0.9983,13,0,1,0
12,50,0.9984,12,0,1,0
12,51,0.9984,12,0,1,0
12,52,0.9984,12,0,1,0
12,53,0.9984,13,0,1,0
12,54,0.9969,12,0,1,0
12,55,0.997,12,0,1,0
12,56,0.9971,12,0,1,0
12,57,0.9971,11,0,1,0
12,58,0.9971,12,0,1,0
12,59,0.9972,12,0,1,0
12,60,0.9973,13,0,1,0
12,61,0.9973,11,0,1,0
12,62,0.9973,12,0,1,0
12,63,0.9974,12,0,1,0
12,64,0.9974,12,0,1,0
12,65,0.9975,12,0,1,0
12,66,0.9975,12,0,1,0
12,67,0.9975,12,0,1,0
12,68,0.9976,12,0,1,0
12,69,0.9976,12,0,1,0
12,70,0.9976,12,0,1,0
12,71,0.9977,12,0,1,0
12,72,0.9977,12,0,1,0
12,73,0.9977,12,0,1,0
12,74,0.9978,12,0,1,0
12,75,0.9978,12,0,1,0
12,76,0.9978,12,0,1,0
12,77,0.9978,12,0,1,0
12,78,0.9979,12,0,1,0
12,79,0.9979,12,0,1,0
12,80,0.9979,12,0,1,0
12,81,0.998,12,0,1,0
12,82,0.998,12,0,1,0
12,83,0.998,12,0,1,0
12,84,0.998,12,0,1,0
12,85,0.998,11,0,1,0
12,86,0.9981,12,0,1,0
12,87,0.9981,12,0,1,0
12,88,0.9981,12,0,1,0
12,89,0.9981,12,0,1,0
12,90,0.9981,9,0,1,0
13,38,1.0,0,12,0,0
13,39,1.0,0,12,0,0
13,40,1.0,0,12,0,0
13,41,1.0,0,11,0,0
13,42,1.0,0,13,0,0
13,43,1.0,0,12,0,0
13,44,1.0,0,12,0,0
13,45,1.0,0,13,0,0
13,46,1.0,0,12,0,0
13,47,1.0,0,12,0,0
13,48,1.0,0,12,0,0
13,49,1.0,0,12,0,0
13,50,1.0,0,12,0,0
13,51,1.0,0,12,0,0
13,52,1.0,0,12,0,0
13,53,1.0,0,12,0,0
13,54,1.0,0,13,0,0
13,55,1.0,0,11,0,0
13,56,1.0,0,12,0,0
13,57,1.0,0,12,0,0
13,58,1.0,0,12,0,0
13,59,1.0,0,12,0,0
13,60,1.0,0,12,0,0
13,61,1.0,0,12,0,0
13,62,1.0,0,12,0,0
13,63,1.0,0,12,0,0
13,64,1.0,0,11,0,0
13,65,1.0,0,12,0,0
13,66,1.0,0,13,0,0
13,67,1.0,0,12,0,0
13,68,1.0,0,12,0,0
13,69,1.0,0,11,0,0
13,70,1.0,0,12,0,0
13,71,1.0,0,12,0,0
13,72,1.0,0,12,0,0
13,73,1.0,0,12,0,0
13,74,1.0,0,12,0,0
13,75,1.0,0,12,0,0
13,76,1.0,0,12,0,0
13,77,1.0,0,12,0,0
13,78,1.0,0,12,0,0
13,79,1.0,0,12,0,0
13,80,1.0,0,12,0,0
13,81,1.0,0,13,0,0
13,82,1.0,0,12,0,0
13,83,1.0,0,12,0,0
13,84,1.0,0,11,0,0
13,85,1.0,0,12,0,0
13,86,1.0,0,12,0,0
13,87,1.0,0,12,0,0
13,88,1.0,0,12,0,0
13,89,1.0,0,12,0,0
13,90,1.0,0,9,0,0
14,38,0.9978,11,0,1,0
14,39,0.9979,12,0,1,0
14,40,0.998,12,0,1,0
14,41,0.998,12,0,1,0
14,42,0.998,12,0,1,0
14,43,0.9981,12,0,1,0
14,44,0.9981,12,0,1,0
14,45,0.9982,12,0,1,0
14,46,0.9982,12,0,1,0
14,47,0.9982,12,0,1,0
14,48,0.9983,12,0,1,0
14,49,0.9983,12,0,1,0
14,50,0.9983,11,0,1,0
14,51,0.9984,13,0,1,0
14,52,0.9984,12,0,1,0
14,53,0.9984,12,0,1,0
14,54,0.9985,12,0,1,0
14,55,0.9985,12,0,1,0
14,56,0.9985,13,0,1,0
14,57,0.9986,12,0,1,0
14,58,0.9986,12,0,1,0
14,59,0.9986,11,0,1,0
14,60,0.9986,13,0,1,0
14,61,0.9986,12,0,1,0
14,62,0.9987,12,0,1,0
14,63,0.9987,12,0,1,0
14,64,0.9987,12,0,1,0
14,65,0.9987,13,0,1,0
14,66,0.9988,12,0,1,0
14,67,0.9988,12,0,1,0
14,68,0.9988,12,0,1,0
14,69,0.9988,12,0,1,0
14,70,0.9988,12,0,1,0
14,71,0.9988,12,0,1,0
14,72,0.9989,11,0,1,0
14,73,0.9989,13,0,1,0
14,74,0.9989,12,0,1,0
14,75,0.9989,12,0,1,0
14,76,0.9978,12,0,1,0
14,77,0.9978,12,0,1,0
14,78,0.9979,12,0,1,0
14,79,0.9979,12,0,1,0
14,80,0.9979,12,0,1,0
14,81,0.998,12,0,1,0
14,82,0.998,12,0,1,0
14,83,0.998,13,0,1,0
14,84,0.998,12,0,1,0
14,85,0.9981,12,0,1,0
14,86,0.9981,11,0,1,0
14,87,0.9981,12,0,1,0
14,88,0.9981,12,0,1,0
14,89,0.9981,12,0,1,0
14,90,1.0,9,0,1,0
15,38,0.9935,11,0,1,0
15,39,0.9936,13,0,1,0
15,40,0.9938,11,0,1,0
15,41,0.9939,12,0,1,0
15,42,0.9902,12,0,1,0
15,43,0.9885,12,0,1,0
15,44,0.9887,12,0,1,0
15,45,0.9889,12,0,1,0
15,46,0.9891,12,0,1,0
15,47,0.9877,12,0,1,0
15,48,0.9879,12,0,1,0
15,49,0.9881,12,0,1,0
15,50,0.9883,12,0,1,0
15,51,0.9885,12,0,1,0
15,52,0.9889,12,0,1,0
15,53,0.9891,12,0,1,0
15,54,0.9892,12,0,1,0
15,55,0.9894,12,0,1,0
15,56,0.9897,13,0,1,0
15,57,0.9899,12,0,1,0
15,58,0.99,11,0,1,0
15,59,0.9901,12,0,1,0
15,60,0.9903,12,0,1,0
15,61,0.9904,12,0,1,0
15,62,0.9907,11,0,1,0
15,63,0.9895,12,0,1,0
15,64,0.9896,12,0,1,0
15,65,0.9897,12,0,1,0
15,66,0.9899,12,0,1,0
15,67,0.9901,12,0,1,0
15,68,0.9902,12,0,1,0
15,69,0.9904,12,0,1,0
15,70,0.9905,12,0,1,0
15,71,0.9882,12,0,1,0
15,72,0.9885,12,0,1,0
15,73,0.9886,12,0,1,0
15,74,0.9888,12,0,1,0
15,75,0.9889,12,0,1,0
15,76,0.9879,12,0,1,0
15,77,0.9882,12,0,1,0
15,78,0.9883,12,0,1,0
15,79,0.9874,12,0,1,0
15,80,0.9875,12,0,1,0
15,81,0.9866,12,0,1,0
15,82,0.9869,12,0,1,0
15,83,0.987,12,0,1,0
15,84,0.9871,12,0,1,0
15,85,0.9873,12,0,1,0
15,86,0.9874,12,0,1,0
15,87,0.9876,12,0,1,0
15,88,0.9877,12,0,1,0
15,89,0.9879,12,0,1,0
15,90,0.988,9,0,1,0
16,38,0.9935,11,0,1,0
16,39,0.9936,12,0,1,0
16,40,0.9938,12,0,1,0
16,41,0.994,12,0,1,0
16,42,0.9922,12,0,1,0
16,43,0.9923,13,0,1,0
16,44,0.9925,11,0,1,0
16,45,0.9926,12,0,1,0
16,46,0.9929,12,0,1,0
16,47,0.993,12,0,1,0
16,48,0.9931,12,0,1,0
16,49,0.9915,12,0,1,0
16,50,0.9902,13,0,1,0
16,51,0.9903,11,0,1,0
16,52,0.9905,13,0,1,0
16,53,0.9891,11,0,1,0
16,54,0.9892,12,0,1,0
16,55,0.9894,12,0,1,0
16,56,0.9897,13,0,1,0
16,57,0.9899,12,0,1,0
16,58,0.99,12,0,1,0
16,59,0.9901,12,0,1,0
16,60,0.9904,13,0,1,0
16,61,0.9905,11,0,1,0
16,62,0.9893,12,0,1,0
16,63,0.9895,12,0,1,0
16,64,0.9896,12,0,1,0
16,65,0.9897,11,0,1,0
16,66,0.99,12,0,1,0
16,67,0.9901,12,0,1,0
16,68,0.989,11,0,1,0
16,69,0.988,12,0,1,0
16,70,0.9881,13,0,1,0
16,71,0.9872,11,0,1,0
16,72,0.9874,13,0,1,0
16,73,0.9875,12,0,1,0
